"HK2","HK2"
"ScrollTop_Configuration","ScrollTop Configuration"
"ScrollTop_GeneralOptions","General Options"
"ScrollTop_Enable","Enable ScrollTop"
"ScrollTop_Enable_Help_Message","Enable this option to show the scroll to top button."
